order_id,restaurant_name,locality,cuisine,date,hour,day_of_week,is_weekend,is_monsoon,festival,primary_dish,n_items,order_value_inr,group_size,price_range
18365,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Misal Pav,2,111.13,4,2
18366,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Puran Poli,3,174.61,2,2
18367,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Vada Pav,2,38.66,2,2
18368,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Puran Poli,2,67.47,1,2
18369,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Vada Pav,2,40.5,2,2
18370,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Puran Poli,2,102.37,6,2
18371,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Vada Pav,1,20.77,4,2
18372,Shabree,Kothrud,Maharashtrian,2024-11-27,19,Wednesday,0,0,none,Vada Pav,2,80.54,4,2
18373,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Vada Pav,1,19.29,4,2
18374,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Misal Pav,2,121.49,6,2
18375,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Vada Pav,3,85.84,6,2
18376,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Vada Pav,2,67.42,2,2
18377,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Misal Pav,1,59.61,2,2
18378,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Misal Pav,2,114.34,2,2
18379,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Puran Poli,1,48.56,2,2
18380,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Puran Poli,2,70.72,4,2
18381,Shabree,Kothrud,Maharashtrian,2024-11-27,20,Wednesday,0,0,none,Puran Poli,1,51.39,6,2
18382,Shabree,Kothrud,Maharashtrian,2024-11-27,21,Wednesday,0,0,none,Puran Poli,2,104.12,1,2
18383,Shabree,Kothrud,Maharashtrian,2024-11-27,21,Wednesday,0,0,none,Vada Pav,3,99.05,4,2
18384,Shabree,Kothrud,Maharashtrian,2024-11-27,21,Wednesday,0,0,none,Vada Pav,3,86.56,2,2
18385,Shabree,Kothrud,Maharashtrian,2024-11-27,21,Wednesday,0,0,none,Misal Pav,2,115.3,1,2
18386,Shabree,Kothrud,Maharashtrian,2024-11-27,21,Wednesday,0,0,none,Vada Pav,1,20.21,2,2
18387,Shabree,Kothrud,Maharashtrian,2024-11-27,21,Wednesday,0,0,none,Misal Pav,2,108.88,2,2
18388,Shabree,Kothrud,Maharashtrian,2024-11-27,21,Wednesday,0,0,none,Misal Pav,1,58.87,4,2
18389,Shabree,Kothrud,Maharashtrian,2024-11-27,22,Wednesday,0,0,none,Puran Poli,2,67.14,2,2
18390,Shabree,Kothrud,Maharashtrian,2024-11-27,22,Wednesday,0,0,none,Puran Poli,2,95.48,1,2
18391,Shabree,Kothrud,Maharashtrian,2024-11-27,22,Wednesday,0,0,none,Misal Pav,2,111.24,1,2
18392,Shabree,Kothrud,Maharashtrian,2024-11-27,22,Wednesday,0,0,none,Misal Pav,1,62.65,1,2
18393,Shabree,Kothrud,Maharashtrian,2024-11-27,22,Wednesday,0,0,none,Puran Poli,1,51.24,2,2
18394,Shabree,Kothrud,Maharashtrian,2024-12-17,8,Tuesday,0,0,none,Misal Pav,2,119.64,2,2
18395,Shabree,Kothrud,Maharashtrian,2024-12-17,8,Tuesday,0,0,none,Puran Poli,3,88.65,2,2
18396,Shabree,Kothrud,Maharashtrian,2024-12-17,9,Tuesday,0,0,none,Misal Pav,1,58.71,2,2
18397,Shabree,Kothrud,Maharashtrian,2024-12-17,9,Tuesday,0,0,none,Misal Pav,1,62.85,2,2
18398,Shabree,Kothrud,Maharashtrian,2024-12-17,9,Tuesday,0,0,none,Misal Pav,2,114.42,1,2
18399,Shabree,Kothrud,Maharashtrian,2024-12-17,9,Tuesday,0,0,none,Puran Poli,3,121.2,1,2
18400,Shabree,Kothrud,Maharashtrian,2024-12-17,10,Tuesday,0,0,none,Puran Poli,1,50.34,2,2
18401,Shabree,Kothrud,Maharashtrian,2024-12-17,10,Tuesday,0,0,none,Misal Pav,2,78.0,6,2
18402,Shabree,Kothrud,Maharashtrian,2024-12-17,10,Tuesday,0,0,none,Puran Poli,2,108.45,4,2
18403,Shabree,Kothrud,Maharashtrian,2024-12-17,10,Tuesday,0,0,none,Vada Pav,2,77.85,1,2
18404,Shabree,Kothrud,Maharashtrian,2024-12-17,10,Tuesday,0,0,none,Vada Pav,1,20.33,2,2
18405,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Puran Poli,1,47.6,2,2
18406,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Vada Pav,2,70.27,4,2
18407,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Misal Pav,2,117.68,1,2
18408,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Puran Poli,1,51.29,2,2
18409,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Misal Pav,2,108.54,4,2
18410,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Vada Pav,1,20.21,4,2
18411,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Misal Pav,2,108.8,2,2
18412,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Vada Pav,3,103.62,2,2
18413,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Misal Pav,1,58.45,6,2
18414,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Puran Poli,2,96.99,2,2
18415,Shabree,Kothrud,Maharashtrian,2024-12-17,12,Tuesday,0,0,none,Puran Poli,3,87.31,2,2
18416,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Puran Poli,2,108.03,4,2
18417,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Vada Pav,2,73.03,2,2
18418,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Vada Pav,2,39.78,4,2
18419,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Misal Pav,2,123.43,1,2
18420,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Puran Poli,2,105.67,1,2
18421,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Misal Pav,1,59.4,1,2
18422,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Misal Pav,1,60.66,2,2
18423,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Puran Poli,2,110.31,2,2
18424,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Puran Poli,1,48.85,6,2
18425,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Vada Pav,1,19.08,4,2
18426,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Vada Pav,2,68.1,1,2
18427,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Puran Poli,1,50.86,4,2
18428,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Vada Pav,2,38.22,4,2
18429,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Vada Pav,2,40.75,1,2
18430,Shabree,Kothrud,Maharashtrian,2024-12-17,13,Tuesday,0,0,none,Misal Pav,2,120.02,2,2
18431,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Vada Pav,2,70.54,4,2
18432,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Vada Pav,1,19.49,4,2
18433,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Misal Pav,2,115.88,2,2
18434,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Vada Pav,1,20.93,2,2
18435,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Vada Pav,2,70.09,4,2
18436,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Puran Poli,3,93.24,2,2
18437,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Puran Poli,2,113.47,4,2
18438,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Puran Poli,2,71.86,2,2
18439,Shabree,Kothrud,Maharashtrian,2024-12-17,14,Tuesday,0,0,none,Misal Pav,1,61.6,1,2
18440,Shabree,Kothrud,Maharashtrian,2024-12-17,17,Tuesday,0,0,none,Vada Pav,3,62.82,2,2
18441,Shabree,Kothrud,Maharashtrian,2024-12-17,18,Tuesday,0,0,none,Misal Pav,2,119.52,2,2
18442,Shabree,Kothrud,Maharashtrian,2024-12-17,18,Tuesday,0,0,none,Puran Poli,1,47.61,6,2
18443,Shabree,Kothrud,Maharashtrian,2024-12-17,19,Tuesday,0,0,none,Vada Pav,2,72.18,1,2
18444,Shabree,Kothrud,Maharashtrian,2024-12-17,19,Tuesday,0,0,none,Puran Poli,1,50.1,2,2
18445,Shabree,Kothrud,Maharashtrian,2024-12-17,19,Tuesday,0,0,none,Misal Pav,3,136.29,4,2
18446,Shabree,Kothrud,Maharashtrian,2024-12-17,19,Tuesday,0,0,none,Vada Pav,1,19.37,2,2
18447,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Misal Pav,2,106.74,2,2
18448,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Vada Pav,1,19.99,4,2
18449,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Puran Poli,1,49.4,4,2
18450,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Misal Pav,1,62.72,1,2
18451,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Puran Poli,2,114.24,1,2
18452,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Misal Pav,2,106.27,4,2
18453,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Vada Pav,1,20.67,1,2
18454,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Puran Poli,2,104.75,4,2
18455,Shabree,Kothrud,Maharashtrian,2024-12-17,20,Tuesday,0,0,none,Vada Pav,2,82.21,1,2
18456,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Misal Pav,2,79.93,6,2
18457,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Vada Pav,1,20.84,2,2
18458,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Puran Poli,1,48.7,2,2
18459,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Misal Pav,2,114.2,2,2
18460,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Vada Pav,2,40.81,2,2
18461,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Vada Pav,2,40.28,4,2
18462,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Puran Poli,2,105.23,1,2
18463,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Puran Poli,2,106.14,1,2
18464,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Vada Pav,2,70.96,1,2
18465,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Vada Pav,3,100.29,2,2
18466,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Puran Poli,2,70.32,4,2
18467,Shabree,Kothrud,Maharashtrian,2024-12-17,21,Tuesday,0,0,none,Misal Pav,3,136.46,2,2
18468,Shabree,Kothrud,Maharashtrian,2024-12-17,22,Tuesday,0,0,none,Vada Pav,1,19.75,1,2
18469,Shabree,Kothrud,Maharashtrian,2024-12-17,22,Tuesday,0,0,none,Vada Pav,1,20.87,4,2
18470,Shabree,Kothrud,Maharashtrian,2024-12-17,22,Tuesday,0,0,none,Misal Pav,3,162.27,4,2
18471,Shabree,Kothrud,Maharashtrian,2024-12-17,22,Tuesday,0,0,none,Vada Pav,2,39.02,2,2
18472,Shabree,Kothrud,Maharashtrian,2024-12-17,22,Tuesday,0,0,none,Misal Pav,1,59.03,2,2
18473,Shabree,Kothrud,Maharashtrian,2024-12-20,8,Friday,0,0,none,Vada Pav,3,125.38,1,2
18474,Shabree,Kothrud,Maharashtrian,2024-12-20,8,Friday,0,0,none,Puran Poli,3,87.5,1,2
18475,Shabree,Kothrud,Maharashtrian,2024-12-20,8,Friday,0,0,none,Misal Pav,3,138.06,2,2
18476,Shabree,Kothrud,Maharashtrian,2024-12-20,9,Friday,0,0,none,Misal Pav,1,61.6,2,2
18477,Shabree,Kothrud,Maharashtrian,2024-12-20,9,Friday,0,0,none,Puran Poli,3,86.97,1,2
18478,Shabree,Kothrud,Maharashtrian,2024-12-20,9,Friday,0,0,none,Misal Pav,2,122.32,2,2
18479,Shabree,Kothrud,Maharashtrian,2024-12-20,9,Friday,0,0,none,Misal Pav,2,80.5,2,2
18480,Shabree,Kothrud,Maharashtrian,2024-12-20,9,Friday,0,0,none,Misal Pav,2,122.26,4,2
18481,Shabree,Kothrud,Maharashtrian,2024-12-20,9,Friday,0,0,none,Puran Poli,1,50.34,6,2
18482,Shabree,Kothrud,Maharashtrian,2024-12-20,10,Friday,0,0,none,Vada Pav,2,40.88,4,2
18483,Shabree,Kothrud,Maharashtrian,2024-12-20,10,Friday,0,0,none,Puran Poli,1,48.15,2,2
18484,Shabree,Kothrud,Maharashtrian,2024-12-20,10,Friday,0,0,none,Vada Pav,1,19.87,1,2
18485,Shabree,Kothrud,Maharashtrian,2024-12-20,10,Friday,0,0,none,Vada Pav,1,19.11,1,2
18486,Shabree,Kothrud,Maharashtrian,2024-12-20,10,Friday,0,0,none,Puran Poli,3,92.89,2,2
18487,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Misal Pav,1,62.56,1,2
18488,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Misal Pav,2,107.87,2,2
18489,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Vada Pav,2,71.72,4,2
18490,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Misal Pav,1,61.81,2,2
18491,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Vada Pav,2,77.45,6,2
18492,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Vada Pav,1,20.77,4,2
18493,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Puran Poli,3,133.62,4,2
18494,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Puran Poli,2,71.76,4,2
18495,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Misal Pav,1,60.52,2,2
18496,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Misal Pav,1,60.5,4,2
18497,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Vada Pav,2,77.47,2,2
18498,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Puran Poli,3,161.14,1,2
18499,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Puran Poli,3,92.82,4,2
18500,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Puran Poli,2,106.42,1,2
18501,Shabree,Kothrud,Maharashtrian,2024-12-20,12,Friday,0,0,none,Puran Poli,2,99.93,2,2
18502,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Vada Pav,3,94.1,2,2
18503,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Puran Poli,2,103.71,6,2
18504,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Vada Pav,2,39.35,1,2
18505,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Puran Poli,1,49.69,4,2
18506,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Vada Pav,1,19.48,2,2
18507,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Misal Pav,3,182.92,6,2
18508,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Vada Pav,2,73.07,1,2
18509,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Vada Pav,2,76.76,1,2
18510,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Vada Pav,3,130.88,4,2
18511,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Misal Pav,2,109.7,2,2
18512,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Puran Poli,3,158.5,2,2
18513,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Puran Poli,1,47.87,4,2
18514,Shabree,Kothrud,Maharashtrian,2024-12-20,13,Friday,0,0,none,Vada Pav,3,62.31,2,2
18515,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Puran Poli,3,159.13,6,2
18516,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Vada Pav,1,20.91,1,2
18517,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Vada Pav,1,19.36,4,2
18518,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Vada Pav,1,19.57,2,2
18519,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Puran Poli,2,99.48,6,2
18520,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Misal Pav,2,115.1,1,2
18521,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Puran Poli,2,99.94,2,2
18522,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Misal Pav,1,59.1,4,2
18523,Shabree,Kothrud,Maharashtrian,2024-12-20,14,Friday,0,0,none,Puran Poli,1,52.5,1,2
18524,Shabree,Kothrud,Maharashtrian,2024-12-20,17,Friday,0,0,none,Vada Pav,2,83.56,2,2
18525,Shabree,Kothrud,Maharashtrian,2024-12-20,17,Friday,0,0,none,Puran Poli,2,98.36,4,2
18526,Shabree,Kothrud,Maharashtrian,2024-12-20,17,Friday,0,0,none,Vada Pav,2,78.87,2,2
18527,Shabree,Kothrud,Maharashtrian,2024-12-20,17,Friday,0,0,none,Puran Poli,2,105.25,2,2
18528,Shabree,Kothrud,Maharashtrian,2024-12-20,18,Friday,0,0,none,Puran Poli,2,112.12,2,2
18529,Shabree,Kothrud,Maharashtrian,2024-12-20,18,Friday,0,0,none,Vada Pav,2,83.74,4,2
18530,Shabree,Kothrud,Maharashtrian,2024-12-20,18,Friday,0,0,none,Vada Pav,1,20.11,2,2
18531,Shabree,Kothrud,Maharashtrian,2024-12-20,18,Friday,0,0,none,Puran Poli,3,92.33,2,2
18532,Shabree,Kothrud,Maharashtrian,2024-12-20,18,Friday,0,0,none,Misal Pav,2,115.43,2,2
18533,Shabree,Kothrud,Maharashtrian,2024-12-20,19,Friday,0,0,none,Puran Poli,2,97.02,1,2
18534,Shabree,Kothrud,Maharashtrian,2024-12-20,19,Friday,0,0,none,Puran Poli,2,98.02,1,2
18535,Shabree,Kothrud,Maharashtrian,2024-12-20,19,Friday,0,0,none,Puran Poli,1,52.18,1,2
18536,Shabree,Kothrud,Maharashtrian,2024-12-20,19,Friday,0,0,none,Puran Poli,2,105.48,2,2
18537,Shabree,Kothrud,Maharashtrian,2024-12-20,19,Friday,0,0,none,Misal Pav,3,137.33,1,2
18538,Shabree,Kothrud,Maharashtrian,2024-12-20,19,Friday,0,0,none,Puran Poli,2,97.71,1,2
18539,Shabree,Kothrud,Maharashtrian,2024-12-20,19,Friday,0,0,none,Misal Pav,1,57.53,4,2
18540,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Misal Pav,2,110.7,4,2
18541,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Puran Poli,1,50.15,4,2
18542,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Vada Pav,2,79.45,2,2
18543,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Puran Poli,2,107.97,2,2
18544,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Misal Pav,2,113.3,4,2
18545,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Puran Poli,3,131.27,2,2
18546,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Misal Pav,1,61.92,6,2
18547,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Vada Pav,1,19.27,2,2
18548,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Puran Poli,1,48.98,2,2
18549,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Misal Pav,3,177.45,4,2
18550,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Misal Pav,1,62.28,4,2
18551,Shabree,Kothrud,Maharashtrian,2024-12-20,20,Friday,0,0,none,Misal Pav,2,81.55,1,2
18552,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Puran Poli,2,100.93,2,2
18553,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Misal Pav,2,120.13,2,2
18554,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Vada Pav,1,19.75,2,2
18555,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Misal Pav,3,95.78,1,2
18556,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Puran Poli,3,133.94,4,2
18557,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Puran Poli,1,48.62,4,2
18558,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Misal Pav,3,180.54,1,2
18559,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Vada Pav,1,19.03,1,2
18560,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Puran Poli,2,107.16,1,2
18561,Shabree,Kothrud,Maharashtrian,2024-12-20,21,Friday,0,0,none,Vada Pav,2,69.93,2,2
18562,Shabree,Kothrud,Maharashtrian,2024-12-20,22,Friday,0,0,none,Vada Pav,2,40.65,4,2
18563,Shabree,Kothrud,Maharashtrian,2024-12-20,22,Friday,0,0,none,Puran Poli,2,71.67,4,2
18564,Shabree,Kothrud,Maharashtrian,2024-12-20,23,Friday,0,0,none,Vada Pav,1,20.11,2,2
18565,Shabree,Kothrud,Maharashtrian,2024-12-25,8,Wednesday,0,0,none,Misal Pav,2,76.89,4,2
18566,Shabree,Kothrud,Maharashtrian,2024-12-25,8,Wednesday,0,0,none,Misal Pav,2,111.55,2,2
18567,Shabree,Kothrud,Maharashtrian,2024-12-25,9,Wednesday,0,0,none,Misal Pav,2,125.26,4,2
18568,Shabree,Kothrud,Maharashtrian,2024-12-25,9,Wednesday,0,0,none,Puran Poli,2,107.08,4,2
18569,Shabree,Kothrud,Maharashtrian,2024-12-25,9,Wednesday,0,0,none,Vada Pav,2,73.49,1,2
18570,Shabree,Kothrud,Maharashtrian,2024-12-25,9,Wednesday,0,0,none,Misal Pav,2,108.6,4,2
18571,Shabree,Kothrud,Maharashtrian,2024-12-25,9,Wednesday,0,0,none,Misal Pav,1,61.88,1,2
18572,Shabree,Kothrud,Maharashtrian,2024-12-25,10,Wednesday,0,0,none,Misal Pav,1,57.44,4,2
18573,Shabree,Kothrud,Maharashtrian,2024-12-25,10,Wednesday,0,0,none,Misal Pav,2,120.37,4,2
18574,Shabree,Kothrud,Maharashtrian,2024-12-25,10,Wednesday,0,0,none,Vada Pav,2,67.2,4,2
18575,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Vada Pav,1,20.56,2,2
18576,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Misal Pav,2,108.82,2,2
18577,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Puran Poli,1,47.96,4,2
18578,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Misal Pav,3,172.23,1,2
18579,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Misal Pav,2,121.88,6,2
18580,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Vada Pav,2,69.04,4,2
18581,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Misal Pav,1,61.11,4,2
18582,Shabree,Kothrud,Maharashtrian,2024-12-25,12,Wednesday,0,0,none,Misal Pav,1,61.76,1,2
18583,Shabree,Kothrud,Maharashtrian,2024-12-25,13,Wednesday,0,0,none,Misal Pav,2,112.74,4,2
18584,Shabree,Kothrud,Maharashtrian,2024-12-25,13,Wednesday,0,0,none,Vada Pav,1,20.61,1,2
18585,Shabree,Kothrud,Maharashtrian,2024-12-25,13,Wednesday,0,0,none,Puran Poli,1,51.49,1,2
18586,Shabree,Kothrud,Maharashtrian,2024-12-25,13,Wednesday,0,0,none,Vada Pav,2,81.15,1,2
18587,Shabree,Kothrud,Maharashtrian,2024-12-25,13,Wednesday,0,0,none,Vada Pav,2,83.54,4,2
18588,Shabree,Kothrud,Maharashtrian,2024-12-25,13,Wednesday,0,0,none,Puran Poli,3,171.71,4,2
18589,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Misal Pav,1,59.6,6,2
18590,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Vada Pav,1,20.42,4,2
18591,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Vada Pav,2,68.24,4,2
18592,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Puran Poli,3,159.73,1,2
18593,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Misal Pav,2,106.5,1,2
18594,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Puran Poli,3,93.29,1,2
18595,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Puran Poli,1,48.64,1,2
18596,Shabree,Kothrud,Maharashtrian,2024-12-25,14,Wednesday,0,0,none,Misal Pav,3,161.58,2,2
18597,Shabree,Kothrud,Maharashtrian,2024-12-25,17,Wednesday,0,0,none,Puran Poli,3,144.5,1,2
18598,Shabree,Kothrud,Maharashtrian,2024-12-25,17,Wednesday,0,0,none,Misal Pav,1,58.44,2,2
18599,Shabree,Kothrud,Maharashtrian,2024-12-25,17,Wednesday,0,0,none,Puran Poli,1,51.01,4,2
